EXCLUDE,Line Number,Location path code,Date/Video Link,Time of Day/ Timestamp,Context,Caregiver Question,Learning Practice (Exclude),Menu,Word/Phrase,Caregiver Response,Comments
,970,C,5/11/22,,,,,Experience,,Uh-huh?,
,971,CD,5/11/22,,,,,,Touch,,
,972,CE,5/11/22,,,,,,See,,
,973,CF,5/11/22,,,,,,Hear,,
,974,CF,5/11/22,,,,,,Hear,,
,975,CK,5/11/22,,,,,,Taste,Hm?,
,976,CE,5/11/22,,,,,,See,,
TRUE,977,,5/11/22,,,,,,,,
TRUE,978,,5/11/22,,,,,,,,
TRUE,979,,5/11/22,,,,,,,,
TRUE,980,,5/11/22,,,,,,,,
,981,CF,5/11/22,,,,,,Hear,,"Jen makes grabbing motion again, Ellie does nothing Jen returns to main menu and presses ""to play"""
TRUE,982,,5/11/22,,,,,,,,
,983,DG,5/11/22,,,,,,Play outside,"I think you want to see the new (?) guys, let's go see the new guys","Ellie hops on Jen's hand and they walk off screen. Recording ends, duration unknown (at least 1m) Estimated time"
TRUE,984,,5/11/22,,,,,,,,
TRUE,985,,5/11/22,9:34 PM,,,,,,Book!,Music is playing
TRUE,986,,5/11/22,9:34 PM,,,,,,,
TRUE,987,,5/11/22,9:34 PM,,,,,,Trucks!,"Jen holds out trucks book, Ellie doesn't engage with the book, so Jen feeds Ellie a treat Jen pets Ellie"
TRUE,988,,5/11/22,9:34 PM,,,,,,Touch,Ellie starts to engage with the book She scratches her beak on the basket Ellie loses interest in the book (not finished) and Jen brings the tablet out and goes to the music menu
,989,J,5/11/22,9:34 PM,,,,Music,,,Jen plays dance music and holds out her hand for Ellie to get on her shoulder
,990,JE,5/11/22,9:34 PM,,,,,Dance,,"Jen starts a game on the tablet for Ellie to play, but she is not interested and goes back on Jen's shoulder  / Ellie declines Jen's pick"
TRUE,991,,,,,,,,,,
,992,G,5/13/22,6:44 PM,,,,To eat,,,"Session location: on a white table, Ellie uses her beak for ""to eat"" and her talon for ""breakfast"" almost simultaneously Jen is sitting somewhere else in the room, reading a book (?)"
,993,GG,5/13/22,6:44 PM,,,,,Cook Breakfast,Yeah?,
,994,GB,5/13/22,6:44 PM,,,,,A toast,,"During long pauses, Ellie grabs here feathers with her talon"
,995,GB,5/13/22,6:44 PM,,,,,A toast,,
,996,GB,5/13/22,,,,,,A toast,,
,997,GB,5/13/22,6:44 PM,,,,,A toast,Toast? Okay Sounds good I am on it                 / a toast ok,Jen was elsewhere reading a book; starts to get up and walk over to Ellie
,998,GD,5/13/22,6:44 PM,,,,,Chop,,
,999,GD,5/13/22,6:44 PM,,,,,Chop,,
,1000,GD,5/13/22,,,,,,Chop,,
,1001,GD,5/13/22,6:44 PM,,,,,Chop,,
,1002,GD,5/13/22,6:44 PM,,,,,Chop,,
,1003,GD,5/13/22,,,,,,Chop,,
,1004,GD,5/13/22,6:44 PM,,,,,Chop,,
,1005,GD,5/13/22,6:44 PM,,,,,Chop,,
,1006,GD,5/13/22,6:44 PM,,,,,Chop,,
,1007,GD,5/13/22,6:44 PM,,,,,Chop,,
,1008,GD,5/13/22,6:44 PM,,,,,Chop,,
,1009,GD,5/13/22,6:44 PM,,,,,Chop,,Jen comes up to Ellie
,1010,GD,5/13/22,6:44 PM,,,,,Chop,,
,1011,GD,5/13/22,6:44 PM,,,,,Chop,,
,1012,GD,5/13/22,6:44 PM,,,,,Chop,,
,1013,GD,5/13/22,6:44 PM,,,,,Chop,,
,1014,GD,5/13/22,6:44 PM,,,,,Chop,,
,1015,GD,5/13/22,6:44 PM,,,,,Chop,,
,1016,GD,5/13/22,6:44 PM,,,,,Chop,,
,1017,GD,5/13/22,6:44 PM,,,,,Chop,ok,
,1018,GD,5/13/22,6:44 PM,,,,,Chop,,
,1019,GD,5/13/22,6:44 PM,,,,,Chop,,
,1020,GD,5/13/22,6:44 PM,,,,,Chop,,
,1021,GD,5/13/22,6:44 PM,,,,,Chop,,
,1022,GD,5/13/22,6:44 PM,,,,,Chop,,
,1023,GC,5/13/22,6:44 PM,,,,,Eggs,"Sounds good, I'll get started (Jen pets Ellie) You did so good! Let me get you a little treat (Jen leaves) Thank you for sharing I have to go get the stuff I have to go get the stuff it's in the other room","Ellie leaves the tablet and goes on Jen's hand Jen taps ""to drink"" They leave"
TRUE,1024,,,,,,,,,,
,1025,E,5/14/22,8:29 PM,,,,Feeling,,,ACTUAL DURATION: 7:10
,1026,EB,5/14/22,8:29 PM,,,,,Happy,,
,1027,EB,5/14/22,8:29 PM,,,,,Happy,Thank you for telling me! I'm so happy to hear that,
TRUE,1028,,5/14/22,8:29 PM,,,,,,,
,1029,C,5/14/22,8:29 PM,,,,Experience,,Press all the way,
,1030,CD,5/14/22,9:29 PM,,,,,Touch,,
,1031,CF,5/14/22,8:29 PM,,,,,Hear,,
,1032,CD,5/14/22,8:29 PM,,,,,Touch,,
,1033,CD,5/14/22,8:29 PM,,,,,Touch,,
,1034,CD,5/14/22,9:29 PM,,,,,Touch,,
,1035,CB,5/14/22,8:29 PM,,,,,Mom,,
,1036,CB,5/14/22,8:29 PM,,,,,Mom,,
,1037,CD,5/14/22,8:29 PM,,,,,Touch,Mhm You did great,Jen gets red/green pipecleaners
TRUE,1038,,5/14/22,8:29 PM,,,,,,,
TRUE,1039,,5/14/22,8:29 PM,,,,,,,
TRUE,1040,,5/14/22,8:29 PM,,,,,,"Oh, that was a no",Jen attempts to hug Ellie but she does not want to be hugged
TRUE,1041,,5/14/22,8:29 PM,,,,,,That's right,
TRUE,1042,,5/14/22,8:29 PM,,,,,,,
TRUE,1043,,5/14/22,8:29 PM,,,,,,,
TRUE,1044,,5/14/22,8:29 PM,,,,,,,
TRUE,1045,,5/14/22,8:29 PM,,,,,,,Jen brings out the tablet and goes to book menu
,1046,DCB,5/14/22,8:29 PM,,,,,Touch and feel,,Jen goes to theme menu 
,1047,DCGC,5/14/22,8:29 PM,,,,,Animals,,Jen brings out animals and fantasy book 
TRUE,1048,,5/14/22,8:29 PM,,,,,,That one? That's fantasy,Jen brings out the tablet
,1049,DCGC,5/14/22,8:29 PM,,,,,Fantasy,"That's right, it's a fantasy book ","Jen brings out fantasy book for them to read Ellie leaves for 30s, showing interest in the cereal box next to her and minimal engagement/interest in the book / EVEN THOUGH 2 CHOICE PRIOR TO WORD, WE'LL COUNT AS 2 CHOICE"
TRUE,1050,,5/14/22,8:29 PM,,,,,,,Jen puts treats in the cereal box 
TRUE,1051,,,,,,,,,,
,1052,C,5/14/22,UNK,,,,Experience,,Mhm Try again Try again,
,1053,CB,5/14/22,,,,,,Mom,,
,1054,CE,5/14/22,,,,,,See,,
,1055,CE,5/14/22,,,,,,See,,
,1056,CE,5/14/22,,,,,,See,,
,1057,CE,5/14/22,,,,,,See,,
,1058,CE,5/14/22,,,,,,See,,
,1059,CE,5/14/22,,,,,,See,,
,1060,CD,5/14/22,,,,,,Touch,,
,1061,CD,5/14/22,,,,,,Touch,,
,1062,CF,5/14/22,,,,,,Hear,,
,1063,CE,5/14/22,,,,,,See,,
,1064,CE,5/14/22,,,,,,See,,
,1065,CE,5/14/22,,,,,,See,,
,1066,CE,5/14/22,,,,,,See,,
,1067,CD,5/14/22,,,,,,Touch,,
,1068,CE,5/14/22,,,,,,See,,
,1069,CE,5/14/22,,,,,,See,,
,1070,CF,5/14/22,,,,,,Hear,,Jen brings out pipecleaners
,1071,CE,5/14/22,,,,,,See,,
,1072,CF,5/14/22,,,,,,Hear,,
TRUE,1073,,5/14/22,,,,,,,Yeah?,
TRUE,1074,,5/14/22,,,,,,,No?,
TRUE,1075,,5/14/22,,,,,,,Yeah?,
TRUE,1076,,5/14/22,,,,,,,"Yeah? Yes, mom touches sees and hears ",Jen brings back tablet
,1077,D,5/14/22,,,,,To play,,,
,1078,DC,5/14/22,,,,,Book,,,
,1079,DCB,5/14/22,,,,,,Touch and feel,,
,1080,DCE,5/14/22,,,,,,Reading book,Mhm,
,1081,DCEB,5/14/22,,,,,,One word,One-word touch and feel books? Okay ,Jen brings out trucks and I love you book 
TRUE,1082,,5/14/22,,,,,,,,They read the I love you book 
TRUE,1083,,5/14/22,,,,,,,"Ok I have to go play with Til-til for a little while So why don't we get you something that you want to do that you can play with? Right? (Jen puts treats in the cereal box) Down here, go get it ",
TRUE,1084,,,,,,,,,,
,1085,JE,5/15/22,10:11 AM,,,,,Dance,,"Jen was outside, Ellie walked up and asked for dance music (guitar music had been playing before)"
TRUE,1086,,,,,,,,,,
TRUE,1087,,5/16/22,10:26 AM,,,,,,,
,1088,B,5/16/22,10:26 AM,,,,Say hello to,,,
TRUE,1089,,5/16/22,10:26 AM,,,,,,,Jen puts out her hand and Ellie goes on her hand and on her shoulder This is taken as indicating she wants to go on a walk even though there was no other communication of this
TRUE,1090,,,,,,,,,,
TRUE,1091,,5/16/22,7:29 PM,,,,,,,ACTUAL DURATION: 0:32     Jen presents Ellie with red/green pipecleaners or tablet Ellie chooses the pipecleaners
TRUE,1092,,5/16/22,7:29 PM,,,,,,,
TRUE,1093,,5/16/22,7:29 PM,,,,,,,
TRUE,1094,,5/16/22,7:29 PM,,,,,,,
TRUE,1095,,,,,,,,,,
,1096,D,5/18/22,5:44 PM,,,,To play,,,
,1097,DC,5/18/22,5:44 PM,,,,Book,,,
,1098,DCB,5/18/22,5:44 PM,,,,,Touch and feel,,
,1099,DCE,5/18/22,5:44 PM,,,,,Reading book,,
,1100,DCEB,5/18/22,5:44 PM,,,,,One word,We have someone coming over and we're going to read a book together She's going to read a book with us and we'll do touch and feel one word So just a minute,
TRUE,1101,,,,,,,,,,
TRUE,1102,,5/18/22,5:54 PM,,,,,,(10 min later) We're still waiting for -- to come hang out,"They read the ""I love you book"""
,1103,C,5/18/22,5:54 PM,,,,Experience,,,
,1104,CB,5/18/22,5:54 PM,,,,,Mom,,
,1105,CD,5/18/22,5:54 PM,,,,,Touch,,
,1106,CJ,5/18/22,5:54 PM,,,,,Read,I know We're going to read together when -- is here She's going to be here very soon I'll give you a little preview Let's do one little book,"Jen lets Ellie read ""I Love You"" book and feeds her a treat for each page"
TRUE,1107,,,,,,,,,,
,1108,C,5/19/22,2:59 PM,,,,Experience,,,Session location: on a table
,1109,CB,5/19/22,2:59 PM,,,,,Mom,,
,1110,CG,5/19/22,2:59 PM,,,,,Ellie,,These first three words were not recorded
,1111,CK,5/19/22,2:59 PM,,,,,Taste,,
,1112,CK,5/19/22,2:59 PM,,,,,Taste,,
,1113,CJ,5/19/22,2:59 PM,,,,,Read,,
,1114,CJ,5/19/22,2:59 PM,,,,,Read,,
TRUE,1115,,5/19/22,2:59 PM,,,,,,,"This video contains some cuts, so some information may be missing"
TRUE,1116,,,,,,,,,,
,1117,B,5/20/22,9:51 AM,,,,Say hello to,,,
,1118,BD,5/20/22,9:51 AM,,,,,Grandma,,
TRUE,1119,,5/20/22,9:51 AM,,,Learning practice,Talk about,,,Learning Practice
TRUE,1120,,5/20/22,9:51 AM,,,,,,,
,1121,BD,5/20/22,9:51 AM,,,,,Grandma,,
,1122,BD,5/20/22,9:51 AM,,,,,Grandma,,
,1123,BC,5/20/22,9:51 AM,,,,,Mom,,
,1124,BC,5/20/22,9:51 AM,,,,,Mom,"You got it, you're doing great",
,1125,BD,5/20/22,9:51 AM,,,,,Grandma,,
,1126,BJ,5/20/22,9:51 AM,,,,Sisters,,,
TRUE,1127,,5/20/22,9:51 AM,,,,,,You're doing great What do you want to talk about?,"Jen goes to ""Say hello to"" menu"
TRUE,1128,,5/20/22,9:51 AM,,,Learning practice,Talk about,,Good,
TRUE,1129,,5/20/22,9:51 AM,,,,,,"Temp and weather? Ok, let's call grandma",Jen leaves and Ellies rings her bell Jen comes back and tells Ellie they can't call grandma right now
TRUE,1130,,5/20/22,9:51 AM,,,,,,"We can't call grandma because there's no wifi We can call grandma this afternoon We can't right now because look (Jen points to tablet), it says ""no internet connection"" We can't call right now, so we'll call her this afternoon",
,1131,C,5/20/22,9:51 AM,,,,Experience,,Yeah?,
,1132,CD,5/20/22,9:51 AM,,,,,Touch,Yeah?,
,1133,CB,5/20/22,9:51 AM,,,,,Mom,Uh-huh?,
,1134,CD,5/20/22,9:51 AM,,,,,Touch,,
,1135,CD,5/20/22,9:51 AM,,,,,Touch,,
TRUE,1136,,5/20/22,9:51 AM,,,,,,,"Jen goes to ""To play"" menu"
,1137,DB,5/20/22,,,,,,Snuggle,,
,1138,DC,5/20/22,,,,,Book,,,
,1139,DCD,5/20/22,9:51 AM,,,,,Pop up,Pop-up book?,
,1140,DCD,5/20/22,9:51 AM,,,,,Pop up,,
,1141,DCD,5/20/22,9:51 AM,,,,,Pop up,,Jen leaves to get pop-up books and shows Ellie the dragon and unicorn books
TRUE,1142,,5/20/22,9:51 AM,,,,,,You want the dragon one?,Jen shows Ellie the pop-up dragon and baby animal books
TRUE,1143,,5/20/22,9:51 AM,,,,,,Pop-up? Ok,They read the pop-up dragon book
TRUE,1144,,5/20/22,9:51 AM,,,,,,We're all going to look at our book then mommy has to go work,Jen gives Ellie two treats throughout the book and gives her a high-five at the end Ellie rings the bell when Jen leaves; duration :53 but the entire book
,1145,C,5/20/22,9:51 AM,,,,Experience,,Yeah?,
,1146,CD,5/20/22,9:51 AM,,,,,Touch,,
,1147,CD,5/20/22,9:51 AM,,,,,Touch,I know you want to do more Later Today later on we're going to do more For now let's watch cartoons,Jen goes to cartoon menu
,1148,KD,5/20/22,9:51 AM,,,,,Tom and jerry,,
,1149,KD,5/20/22,,,,,,Tom and jerry,You want to watch tom and jerry?,
,1150,KE,5/20/22,9:51 AM,,,,Seasonal,,,
,1151,KEE,5/20/22,,,,,,Summer,Summer ones? Let's try again You're doing great!,Jen goes back to cartoon menu
,1152,KC,5/20/22,9:51 AM,,,,,Cloudbabies,,
,1153,KF,5/20/22,9:51 AM,,,,Themes,,Themes?,
,1154,KFE,5/20/22,9:51 AM,,,,,Letters and words,,
,1155,KFD,5/20/22,9:51 AM,,,,,Patterns,You're picking like everything,
,1156,KFD,5/20/22,9:51 AM,,,,,Patterns,Patterns?,
TRUE,1157,,5/20/22,9:51 AM,,,,,,Ok let's stick with patterns We'll go with patterns One more chance?,
,1158,KFC,5/20/22,9:51 AM,,,,,Plants and outside,,
,1159,KFF,5/20/22,9:51 AM,,,,,Music,"You like whatever Ok, fine We'll do patterns, let's do patterns We're going to turn on patterns and watch cartoons",
TRUE,1160,,,,,,,,,,
TRUE,1161,,5/20/22,9:54 AM,,,,,,"I have to go to work baby I'm so sorry, I have to work",ACTUAL DURATION: 0:15
,1162,C,5/20/22,9:54 AM,,,,Experience,,,
,1163,CD,5/20/22,9:54 AM,,,,,Touch,You want more touch books?,
,1164,CD,5/20/22,9:54 AM,,,,,Touch,I know We're going to do it later We're going to read all the books I have to work,Ellie continues to ring bell when Jen leaves
TRUE,1165,,,,,,,,,,
TRUE,1166,,5/20/22,9:57 AM,,,,,,I still have to go to work,ACTUAL DURATION: 0:31
,1167,C,5/20/22,9:57 AM,,,,Experience,,,
,1168,CB,5/20/22,9:57 AM,,,,,Mom,Yeah?,
,1169,CD,5/20/22,9:57 AM,,,,,Touch,Yeah? I'm gonna touch you I love you,"Jen boops Ellie several times, and taps ""Mom,"" ""Touch,"" and ""Ellie"" on the commboard"
TRUE,1170,,,,,,,,,,
TRUE,1171,,5/23/22,10:22 AM,,,,,,"Hi! Yeah, hi",Jen gives Ellie a kiss
,1172,D,5/23/22,10:22 AM,,,,To play,,Mhm,
,1173,DE,5/23/22,10:22 AM,,,,,Writing,,
,1174,DE,5/23/22,10:22 AM,,,,,Writing,,
,1175,DE,5/23/22,10:22 AM,,,,,Writing,You want to work on some writing too? Your sister did (?) yesterday Let's do a little feelings check in,Jen goes to feelings menu
,1176,EB,5/23/22,10:22 AM,,,,,Happy,,
,1177,EB,5/23/22,10:22 AM,,,,,Happy,"Good, I'm glad!",
,1178,ED,5/23/22,10:22 AM,,,,,Yum,,
,1179,,5/23/22,10:22 AM,,,,,,Yesterday night you were afraid,
,1180,EK,5/23/22,10:22 AM,,,,,Afraid,,
,1181,EK,5/23/22,10:22 AM,,,,,Afraid,,
,1182,EK,5/23/22,10:22 AM,,,,,Afraid,Yesterday night you were afraid,
,1183,EK,5/23/22,10:22 AM,,,,,Afraid,,
,1184,EK,5/23/22,10:22 AM,,,,,Afraid,,
,1185,EK,5/23/22,10:22 AM,,,,,Afraid,,
TRUE,1186,,5/23/22,10:22 AM,,,Learning practice,,Yum,,
TRUE,1187,,5/23/22,10:22 AM,,,Learning practice,,Afraid,Mhm,
TRUE,1188,,5/23/22,10:22 AM,,,Learning practice,,Afraid,,
TRUE,1189,,5/23/22,10:22 AM,,,Learning practice,,Afraid,,
,1190,,5/23/22,10:22 AM,,,,,Afraid,Mhm,
TRUE,1191,,5/23/22,10:22 AM,,,Learning practice,,Afraid,,
,1192,EK,5/23/22,10:22 AM,,,,,Afraid,,
,1193,EK,5/23/22,10:22 AM,,,,,Afraid,So about nuts you feel yum,
,1194,ED,5/23/22,10:22 AM,,,,,Yum,Mhm,
TRUE,1195,,5/23/22,10:22 AM,,,Learning practice,,Afraid,That's right! Good!,
TRUE,1196,,5/23/22,10:22 AM,,,Learning practice,,Afraid,,
,1197,EK,5/23/22,10:22 AM,,,,,Afraid,,
,1198,EJ,5/23/22,10:22 AM,,,,,Eww,,
,1199,EB,5/23/22,10:22 AM,,,,,Happy,,
,1200,EB,5/23/22,10:22 AM,,,,,Happy,,
,1201,EB,5/23/22,10:22 AM,,,,,Happy,,
,1202,EB,5/23/22,10:22 AM,,,,,Happy,Let's pick one,
TRUE,1203,,5/23/22,10:22 AM,,,Learning practice,,Afraid,,
TRUE,1204,,5/23/22,10:22 AM,,,Learning practice,,Afraid,"Ok, so we need to practice our feelings When you have a nut, you feel yum",
TRUE,1205,,5/23/22,10:22 AM,,,Learning practice,,Yum,,
TRUE,1206,,5/23/22,10:22 AM,,,Learning practice,,Yum,,
TRUE,1207,,5/23/22,10:22 AM,,,Learning practice,,Yum,,
TRUE,1208,,5/23/22,10:22 AM,,,Learning practice,,Yum,Good,
TRUE,1209,,5/23/22,10:22 AM,,,Learning practice,,Yum,,
TRUE,1210,,5/23/22,10:22 AM,,,Learning practice,,Yum,Mhm,
TRUE,1211,,5/23/22,10:22 AM,,,Learning practice,,Mad,,
TRUE,1212,,5/23/22,10:22 AM,,,Learning practice,,Sad,,
TRUE,1213,,5/23/22,10:22 AM,,,Learning practice,,Sad,,
TRUE,1214,,5/23/22,10:22 AM,,,Learning practice,,Mad,,
TRUE,1215,,5/23/22,10:22 AM,,,Learning practice,,Mad,Maybe I think you definitely feel afraid,
TRUE,1216,,5/23/22,10:22 AM,,,Learning practice,,Afraid,Afraid,
TRUE,1217,,5/23/22,10:22 AM,,,Learning practice,,Afraid,,
TRUE,1218,,5/23/22,10:22 AM,,,Learning practice,,Afraid,,
TRUE,1219,,5/23/22,10:22 AM,,,Learning practice,,Afraid,,
TRUE,1220,,5/23/22,10:22 AM,,,Learning practice,,Afraid,"Fireworks, afraid",
TRUE,1221,,5/23/22,10:22 AM,,,Learning practice,,Afraid,,
TRUE,1222,,5/23/22,10:22 AM,,,Learning practice,,Afraid,,
TRUE,1223,,5/23/22,10:22 AM,,,Learning practice,,Mad,,
TRUE,1224,,5/23/22,10:22 AM,,,Learning practice,,Mad,,
TRUE,1225,,5/23/22,10:22 AM,,,Learning practice,,Afraid,,
TRUE,1226,,5/23/22,10:22 AM,,,Learning practice,,Afraid,,
TRUE,1227,,5/23/22,10:22 AM,,,Learning practice,,Afraid,"Ok, so we really need to work on your feelings, we haven't done them in awhile",
TRUE,1228,,5/23/22,10:22 AM,,,Learning practice,,Happy,,
TRUE,1229,,5/23/22,10:22 AM,,,Learning practice,,Happy,Mhm,
TRUE,1230,,5/23/22,10:22 AM,,,Learning practice,,Yum,,
TRUE,1231,,5/23/22,10:22 AM,,,Learning practice,,Yum,,
TRUE,1232,,5/23/22,10:22 AM,,,Learning practice,,Yum,,
TRUE,1233,,5/23/22,10:22 AM,,,Learning practice,,Afraid,,
TRUE,1234,,5/23/22,10:22 AM,,,Learning practice,,Afraid,"That's right, you're afraid of fireworks I know this because I see your little body",
TRUE,1235,,5/23/22,10:22 AM,,,Learning practice,,Afraid,,
TRUE,1236,,5/23/22,10:22 AM,,,Learning practice,,Yum,,
TRUE,1237,,5/23/22,10:22 AM,,,Learning practice,,Yum,,
TRUE,1238,,5/23/22,10:22 AM,,,Learning practice,,Yum,,
TRUE,1239,,5/23/22,10:22 AM,,,Learning practice,,Yum,"Close! With grandma you feel excited, you dance",
TRUE,1240,,5/23/22,10:22 AM,,,Learning practice,,Happy,,
TRUE,1241,,5/23/22,10:22 AM,,,Learning practice,,Excited,"Yeah, with grandma you dance so you feel excited",
TRUE,1242,,5/23/22,10:22 AM,,,Learning practice,,Yum,,
TRUE,1243,,5/23/22,10:22 AM,,,Learning practice,,Excited,"Grandma, dance, excited",
TRUE,1244,,5/23/22,10:22 AM,,,Learning practice,,Excited,,
TRUE,1245,,5/23/22,10:22 AM,,,Learning practice,,Excited,,
TRUE,1246,,5/23/22,10:22 AM,,,Learning practice,,Excited,,
TRUE,1247,,5/23/22,10:22 AM,,,Learning practice,,Excited,,
TRUE,1248,,5/23/22,10:22 AM,,,Learning practice,,Excited,,
TRUE,1249,,5/23/22,10:22 AM,,,Learning practice,,Excited,,
TRUE,1250,,5/23/22,10:22 AM,,,Learning practice,,Happy,"Yeah, excited",
TRUE,1251,,5/23/22,10:22 AM,,,Learning practice,,Excited,,
TRUE,1252,,5/23/22,10:22 AM,,,Learning practice,,Excited,,
TRUE,1253,,5/23/22,10:22 AM,,,Learning practice,,Excited,,
TRUE,1254,,5/23/22,10:22 AM,,,Learning practice,,Yum,,
TRUE,1255,,5/23/22,10:22 AM,,,Learning practice,,Yum,,
TRUE,1256,,5/23/22,10:22 AM,,,Learning practice,,Yum,,
TRUE,1257,,5/23/22,10:22 AM,,,Learning practice,,Yum,With grandma you feel excited,
TRUE,1258,,5/23/22,10:22 AM,,,Learning practice,,Excited,,
TRUE,1259,,5/23/22,10:22 AM,,,Learning practice,,Excited,,
TRUE,1260,,5/23/22,10:22 AM,,,Learning practice,,Excited,,
TRUE,1261,,5/23/22,10:22 AM,,,Learning practice,,Excited,You dance when you see grandma,
TRUE,1262,,5/23/22,10:22 AM,,,Learning practice,,Afraid,,
TRUE,1263,,5/23/22,10:22 AM,,,Learning practice,,Afraid,"Nuts, nuts, nuts",
TRUE,1264,,5/23/22,10:22 AM,,,Learning practice,,Happy,,
TRUE,1265,,5/23/22,10:22 AM,,,Learning practice,,Excited,,
TRUE,1266,,5/23/22,10:22 AM,,,Learning practice,,Yum,Yum is right! Good,
TRUE,1267,,5/23/22,10:22 AM,,,Learning practice,,Afraid,Good ,
TRUE,1268,,5/23/22,10:22 AM,,,,,,,
TRUE,1269,,,,,,,,,,
TRUE,1270,,5/23/22,10:28 AM,,,Learning practice,,Touch,"Uh-huh, that's exactly it That means Ellie touches book",ACTUAL DURATION: 1:17    Jen starts the session in the Experience menu
TRUE,1271,,5/23/22,10:28 AM,,,Learning practice,,Ellie,Woo! Good!,
TRUE,1272,,5/23/22,10:28 AM,,,Learning practice,,Touch,,
TRUE,1273,,5/23/22,10:28 AM,,,Learning practice,,Touch,,
TRUE,1274,,5/23/22,10:28 AM,,,Learning practice,,Hear,,
TRUE,1275,,5/23/22,10:28 AM,,,Learning practice,,Hear,,
TRUE,1276,,5/23/22,10:28 AM,,,Learning practice,,Hear,,
,1277,CD,5/23/22,10:28 AM,,,,,Touch,"I know You're going to do it all the way, ready? Do you want to go outside? (Ellie goes on Jen's hand and shoulder) Ok, let's go outside and then we'll come back and work on writing",
TRUE,1278,,,,,,,,,,
,1279,D,5/23/22,8:49 PM,,,,To play,,Mhm,
,1280,DE,5/23/22,8:49 PM,,,,,Writing,Yeah? That's gonna be a good idea for tomorrow I am super tired so I'm gonna go,Jen goes into feeling menu for feelings training
TRUE,1281,,5/23/22,8:49 PM,,,Learning practice,,Happy,Most specifically you feel yum about nuts,
,1282,C,5/23/22,8:49 PM,,,,Experience,,,
,1283,CD,5/23/22,8:49 PM,,,,,Touch,Yeah? ,
,1284,CD,5/23/22,8:49 PM,,,,,Touch,,
,1285,CD,5/23/22,8:49 PM,,,,,Touch,Uh-huh Ellie,
,1286,CG,5/23/22,8:49 PM,,,,,Ellie,,
,1287,CD,5/23/22,8:49 PM,,,,,Touch,Good!,
TRUE,1288,,5/23/22,8:49 PM,,,,,,,"Jen leaves for a few seconds, Ellie rings her bell, and Jen comes back with a lions and giraffe book"
TRUE,1289,,5/23/22,8:49 PM,,,,,,"Yeah, that one?",Jen leaves and brings pictures of a giraffe and zebra
TRUE,1290,,5/23/22,8:49 PM,,,,,,This is a giraffe and this is a zebra,Jen teaches Ellie which picture is a giraffe and which is a zebra Then they read the giraffe book Ellie seems nervous and moves up and down the tree
TRUE,1291,,5/23/22,8:49 PM,,,,,,,Ellie leaves twice for 15 and 13 seconds while they are reading the book Jen feeds Ellie treats throughout the book
TRUE,1292,,,,,,,,,,
,1293,C,5/23/22,8:52 PM,,,,Experience,,,
,1294,CD,5/23/22,8:52 PM,,,,,Touch,Yeah?,Ellie rings bell
,1295,CG,5/23/22,8:52 PM,,,,,Ellie,,
,1296,CG,5/23/22,8:52 PM,,,,,Ellie,,Ellie continues to ring bell
TRUE,1297,,5/23/22,8:52 PM,,,,,,"Ok, so I know you want to read another book but we just can't we have to go to sleep I have to go to sleep, so you're going to sleep I love you",Ellie does not respond and only rings the bell
TRUE,1298,,,,,,,,,,
TRUE,1299,,5/29/22,UNK,,,,,,"Yeah, ok!",Ellie goes on Jen's hand then shoulder
TRUE,1300,,,,,,,,,,
,1301,C,5/29/22,UNK,,,,Experience,,You got it,Ellie and Jen are distracted by something (a turtle?) outside A bird is squawking loudly so it is difficult to hear some things     ACTUAL DURATION: 4:00
,1302,CK,5/29/22,,,,,,Taste,,
,1303,CD,5/29/22,,,,,,Touch,,
,1304,CD,5/29/22,,,,,,Touch,,
,1305,CB,5/29/22,,,,,,Mom,Yeah?,
,1306,CD,5/29/22,,,,,,Touch,,
,1307,CD,5/29/22,,,,,,Touch,,
TRUE,1308,,5/29/22,,,,,,,,Jen steps away to comfort the squawking bird (Isabelle)
,1309,CD,5/29/22,,,,,,Touch,,
,1310,CD,5/29/22,,,,,,Touch,,
,1311,CD,5/29/22,,,,,,Touch,,"Jen taps ""Ellie,"" ""Tillie,"" and ""Isabelle"" on the commboard several times"
TRUE,1312,,5/29/22,,,,,,,,"Ellie is distracted by what's outside Jen taps ""See"" multiple times on the commboard"
,1313,CE,5/29/22,,,,,,See,,Ellie goes on Jen's hand
TRUE,1314,,,,,,,,,,
,1315,CD,5/29/22,4:47 PM,,,,,Touch,"Uh-huh, you got it",The commboard starts in the Experience menu.
,1316,CB,5/29/22,4:47 PM,,,,,Mom,Yeah?,Jen goes to feeling menu
,1317,ED,5/29/22,4:47 PM,,,,,Yum,,
,1318,EC,5/29/22,4:47 PM,,,,,Excited,Aww,
,1319,EB,5/29/22,4:47 PM,,,,,Happy,,
,1320,EB,5/29/22,4:47 PM,,,,,Happy,Yeah? I'm happy too,
,1321,EB,5/29/22,4:47 PM,,,,,Happy,,This is a vocab test
,1322,EB,5/29/22,4:47 PM,,,,,Happy,,
,1323,EB,5/29/22,4:47 PM,,,,,Happy,Yeah?,
,1324,EB,5/29/22,4:47 PM,,,,,Happy,,
,1325,EB,5/29/22,4:47 PM,,,,,Happy,"Yeah? I think when mom is gone you feel sad, too Sad",Jen taps on sad
,1326,EL,5/29/22,4:47 PM,,,,,Sad,,
,1327,EB,5/29/22,4:47 PM,,,,,Happy,You maybe feel happy about Jessica,
